CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,imcome_cat,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
708615183,0,44,M,2,Unknown,Married,,Blue,34,4,4,4,3828.0,1146.0,2682.0,,4558.0,,0.636,0.299
708618933,0,34,M,2,Uneducated,Single,,Blue,13,6,3,2,4369.0,2049.0,2320.0,,3259.0,,0.6,0.469
708620283,0,35,M,1,Unknown,Single,,Blue,25,6,3,2,6053.0,2001.0,4052.0,,2208.0,59.0,0.595,
708621408,0,39,F,1,Unknown,Single,Less than $40K,Blue,28,3,2,1,1438.3,0.0,1438.3,0.799,4173.0,82.0,0.64,0.0
708623283,0,35,M,2,Uneducated,Single,$60K - $80K,Blue,16,6,3,2,18278.0,0.0,18278.0,0.798,,61.0,,0.0
708626058,0,49,F,2,Uneducated,Married,Less than $40K,Blue,34,6,2,4,5242.0,1465.0,3777.0,1.025,4098.0,68.0,0.789,0.279
708637758,0,49,F,3,Graduate,Single,Unknown,Blue,37,4,3,4,17345.0,,16800.0,0.905,3523.0,,0.829,0.031
708646233,0,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116.0,1289.0,15827.0,0.559,3632.0,,,0.075
708649683,0,51,M,2,High School,Single,$60K - $80K,Blue,42,1,3,2,16703.0,1140.0,15563.0,0.555,,,0.768,0.068
708651933,0,56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1,2,2043.0,1928.0,115.0,0.791,2311.0,,,0.944
708652908,0,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291.0,1419.0,872.0,,4498.0,81.0,0.761,0.619
708653958,1,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114.0,1461.0,4653.0,,,36.0,0.385,
708654933,1,51,F,2,Doctorate,Married,,Platinum,42,3,2,3,15987.0,193.0,15794.0,,2021.0,,0.394,0.012
708655983,0,49,F,3,High School,Divorced,,Blue,40,3,3,2,5267.0,,5267.0,0.442,1353.0,,,
708657033,0,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694.0,1923.0,771.0,0.714,3837.0,71.0,0.732,0.714
708664008,0,57,M,3,College,Married,,Blue,45,6,3,4,14270.0,0.0,14270.0,0.398,1222.0,37.0,0.423,0.0
708665133,0,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654.0,1172.0,2482.0,,4003.0,67.0,0.595,0.321
708666258,0,43,M,4,Unknown,Married,,Blue,36,5,3,0,8129.0,1799.0,6330.0,,1402.0,33.0,0.737,0.221
708668283,0,39,M,2,Graduate,Married,$80K - $120K,Blue,22,5,4,2,5140.0,,2623.0,0.876,,36.0,,0.49
708669408,0,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401.0,0.0,20401.0,0.723,4637.0,75.0,0.562,
708670608,0,48,F,5,Uneducated,Married,Unknown,Blue,36,4,2,3,5495.0,2200.0,3295.0,0.696,5125.0,85.0,0.771,
708671733,0,48,M,4,Graduate,Married,$60K - $80K,Blue,36,2,3,3,2072.0,1499.0,573.0,0.598,4091.0,,0.651,0.723
708672708,0,49,M,4,High School,Unknown,$80K - $120K,Blue,31,2,3,3,34516.0,,31999.0,,3990.0,,1.031,0.073
708679383,0,44,F,2,Unknown,Unknown,Less than $40K,Blue,32,5,1,3,4852.0,1777.0,3075.0,,1775.0,55.0,1.037,0.366
708680583,0,53,F,1,Graduate,Married,$40K - $60K,Blue,36,4,1,2,2043.0,1590.0,453.0,0.618,,68.0,0.619,
708681708,1,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245.0,0.0,3245.0,0.553,1977.0,,0.261,
708682908,0,43,F,4,Unknown,Single,Unknown,Blue,28,2,2,1,2838.0,1934.0,904.0,0.873,,87.0,0.554,0.681
708687483,1,54,,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626.0,0.0,13626.0,0.411,1711.0,30.0,0.25,
708688608,0,62,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140.0,1985.0,1155.0,1.346,1626.0,41.0,0.864,
708689958,0,48,F,4,Unknown,Unknown,Less than $40K,Blue,36,4,3,2,2406.0,1744.0,662.0,,4748.0,,0.692,0.725
708692583,1,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506.0,168.0,1338.0,,2312.0,44.0,,0.112
708694983,0,55,F,1,Uneducated,Unknown,,Blue,36,1,2,1,3150.0,2222.0,928.0,0.794,14750.0,96.0,0.655,
708697983,0,56,M,0,High School,Unknown,,Blue,49,2,2,2,34516.0,2156.0,32360.0,,8766.0,,0.814,0.062
708699108,0,39,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,1438.3,,583.3,0.662,4890.0,,0.893,0.594
708701358,0,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370.0,2031.0,339.0,,4000.0,79.0,0.975,0.857
708702258,1,40,,3,Uneducated,Single,,Blue,36,3,2,2,3698.0,478.0,3220.0,0.611,2051.0,31.0,0.632,
708703308,1,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045.0,1707.0,338.0,0.577,2183.0,39.0,0.696,
708704433,0,36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804.0,2090.0,714.0,,,,1.081,
708705783,1,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584.0,1214.0,370.0,0.887,,41.0,0.64,0.766
708706833,1,39,F,3,Uneducated,Divorced,,Blue,36,4,3,3,2809.0,0.0,2809.0,,2466.0,40.0,0.538,0.0
708707808,0,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480.0,,896.0,0.874,3438.0,66.0,0.784,0.639
708710283,0,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516.0,2038.0,32478.0,,4067.0,,1.206,0.059
708711483,0,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740.0,17131.0,1.727,1516.0,21.0,2.0,
708712833,0,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289.0,1037.0,1252.0,0.504,,,0.5,
708720558,0,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489.0,0.0,4489.0,0.693,,,,0.0
708721533,0,56,F,1,Graduate,Married,,Blue,36,2,1,2,5158.0,1148.0,4010.0,,,,0.882,0.223
708723858,0,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,1,3,3413.0,1715.0,1698.0,,3843.0,67.0,0.634,
708724908,0,47,,2,High School,Single,Less than $40K,Blue,35,4,2,3,2262.0,0.0,2262.0,0.806,,83.0,0.627,
708727983,0,62,M,0,Uneducated,Single,$60K - $80K,Blue,36,6,1,3,3933.0,0.0,3933.0,0.884,,,0.688,
708731658,1,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0.0,1438.3,0.387,1587.0,42.0,,0.0
708733983,1,50,F,1,Doctorate,Single,$40K - $60K,Blue,36,6,3,2,5349.0,2391.0,2958.0,0.671,,,0.394,0.447
708735183,0,35,F,2,High School,Married,Less than $40K,Blue,22,4,3,3,2544.0,,696.0,,2289.0,49.0,0.441,
708740808,0,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,3,4,4112.0,,4112.0,0.777,2949.0,54.0,1.25,0.0
708741633,0,52,M,4,High School,Married,$60K - $80K,Blue,44,6,3,4,4153.0,0.0,4153.0,0.434,,,,0.0
708744933,0,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127.0,1880.0,17247.0,,,33.0,0.571,
708747708,0,43,M,3,Graduate,Married,,Blue,33,4,1,2,3498.0,,3498.0,1.109,2512.0,56.0,0.867,
708748833,0,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875.0,,8636.0,0.939,8920.0,105.0,0.694,0.125
708753633,0,45,F,3,Doctorate,Married,$40K - $60K,Blue,32,2,1,1,1438.3,,1438.3,0.712,4462.0,77.0,,
708754833,0,48,F,3,Uneducated,Single,,Blue,40,3,4,4,2827.0,1182.0,1645.0,,4583.0,72.0,,0.418
708757233,0,44,F,2,High School,Married,Less than $40K,Blue,32,4,2,3,2485.0,1489.0,996.0,0.779,3697.0,77.0,0.833,
708759408,0,48,F,3,Uneducated,Single,$40K - $60K,Blue,39,6,3,2,4207.0,0.0,4207.0,0.923,15124.0,108.0,0.714,
708760458,0,47,M,1,High School,Single,$80K - $120K,Blue,36,4,3,4,17655.0,0.0,17655.0,0.583,3692.0,,0.549,
708761733,0,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279.0,,6697.0,,4419.0,63.0,0.658,0.191
708765933,0,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,5464.0,887.0,4577.0,,4866.0,81.0,0.62,0.162
708770883,0,43,,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,16667.0,,15204.0,,15301.0,,0.797,
708772308,0,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119.0,1656.0,2463.0,0.561,1455.0,,,
708774708,0,47,F,4,Graduate,Unknown,,Blue,29,6,1,3,2636.0,1589.0,1047.0,0.864,3858.0,70.0,0.522,
708780783,0,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434.0,1169.0,1265.0,0.689,4739.0,,0.81,0.48
708784908,0,47,F,3,Graduate,Unknown,Unknown,Blue,34,5,1,4,18064.0,,16025.0,,,88.0,,0.113
708793008,1,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.0,,9949.0,,2207.0,,0.481,0.0
708797583,1,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.0,0.0,2672.0,,2576.0,39.0,0.5,0.0
708798483,1,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054.0,0.0,2054.0,0.87,2567.0,43.0,0.593,
708799983,1,40,M,1,Post-Graduate,Married,,Blue,36,6,3,4,18386.0,890.0,17496.0,0.361,1698.0,43.0,0.483,0.048
708801108,1,57,F,3,Uneducated,Single,Less than $40K,Blue,51,3,0,3,1438.3,0.0,1438.3,0.429,2113.0,,0.267,0.0
708804633,1,44,F,2,Doctorate,Divorced,,Blue,36,1,2,2,1916.0,0.0,1916.0,,2888.0,39.0,0.444,0.0
708809283,1,41,F,4,Graduate,Divorced,,Blue,33,1,3,1,10360.0,2517.0,7843.0,0.632,2414.0,,0.273,0.243
708811233,0,37,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,1,12702.0,2008.0,10694.0,0.51,1992.0,40.0,,0.158
708812133,0,49,F,3,Graduate,Married,Unknown,Blue,39,5,3,0,2270.0,1647.0,623.0,0.759,4110.0,75.0,,
708813033,0,47,M,1,Graduate,Single,,Blue,36,5,3,0,6509.0,2033.0,4476.0,0.83,1409.0,37.0,0.37,0.312
708816408,0,41,M,4,Uneducated,Single,,Blue,32,4,6,3,21756.0,0.0,21756.0,0.817,3063.0,71.0,0.511,
708817608,0,41,F,3,High School,Married,Unknown,Blue,24,3,1,1,3427.0,1419.0,2008.0,,,74.0,0.805,
708820308,0,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399.0,2505.0,10894.0,0.627,1326.0,31.0,0.824,0.187
708822783,0,53,F,2,High School,Single,Less than $40K,Blue,36,4,3,1,2973.0,2517.0,456.0,0.588,4862.0,77.0,0.453,
708823908,0,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363.0,15080.0,,4252.0,,,0.083
708824958,0,50,F,4,High School,Single,Less than $40K,Blue,42,2,1,2,1460.0,0.0,1460.0,0.682,4265.0,63.0,0.615,0.0
708826158,0,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670.0,1684.0,1986.0,0.675,,,0.515,
708829758,0,41,M,2,High School,Married,$60K - $80K,Blue,36,4,3,2,6062.0,761.0,5301.0,0.307,3877.0,,0.375,
708831858,1,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579.0,,3073.0,,1915.0,44.0,0.375,0.329
708833133,0,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170.0,2517.0,653.0,1.301,2027.0,49.0,0.815,0.794
708834483,1,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,17667.0,0.0,17667.0,0.569,1775.0,42.0,0.556,0.0
708837858,0,44,F,4,Doctorate,Unknown,,Blue,34,5,2,2,2718.0,1718.0,1000.0,0.679,4423.0,68.0,0.619,0.632
708838908,0,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,5129.0,1654.0,3475.0,,3192.0,61.0,0.848,0.322
708841233,1,41,,2,College,Married,$80K - $120K,Blue,33,2,3,3,14682.0,2517.0,12165.0,1.041,8193.0,72.0,0.846,
708846183,0,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307.0,2234.0,1073.0,0.818,4006.0,,0.838,0.676
708848208,0,52,,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516.0,1757.0,32759.0,,4223.0,81.0,0.653,0.051
708849858,0,44,M,3,Doctorate,Single,$120K +,Blue,35,4,1,5,14028.0,1435.0,12593.0,,3683.0,,,0.102
708856983,1,36,,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873.0,0.0,13873.0,,694.0,18.0,0.286,0.0
708859158,0,47,F,4,Graduate,Single,$40K - $60K,Blue,37,4,1,1,1438.3,,735.3,0.865,4341.0,80.0,0.951,0.489
708860358,0,38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361.0,,5667.0,,1499.0,,0.938,0.109
708862233,0,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068.0,0.0,4068.0,1.121,5161.0,83.0,0.766,
708864708,0,46,,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869.0,1729.0,23140.0,,1409.0,,0.5,0.07
708866133,0,43,,3,Graduate,Married,,Blue,32,2,1,2,4196.0,1331.0,2865.0,,,116.0,0.841,0.317
708867408,1,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128.0,1958.0,21170.0,,2050.0,35.0,,0.085
708868233,1,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900.0,538.3,0.743,760.0,21.0,0.615,
708869283,0,50,M,4,High School,Married,,Blue,41,6,3,3,23209.0,,21901.0,,3530.0,71.0,,0.056
708870408,0,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844.0,2079.0,1765.0,0.755,,56.0,0.806,0.541
708871158,0,60,,1,Graduate,Single,$60K - $80K,Silver,42,4,3,4,28701.0,0.0,28701.0,1.165,3516.0,57.0,0.727,0.0
708873183,0,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39,1,3,2,17575.0,,16957.0,0.917,15473.0,,,0.035
708874533,1,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0.0,3387.0,0.789,510.0,24.0,,0.0
708876183,0,51,M,1,High School,Single,$60K - $80K,Silver,43,2,3,2,28673.0,0.0,28673.0,0.537,3722.0,,,
708877458,0,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343.0,0.0,11343.0,,,,0.679,0.0
708878508,0,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104.0,1267.0,837.0,0.677,,35.0,1.059,0.602
708879483,0,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006.0,1646.0,2360.0,,5006.0,,0.534,
708880683,0,49,M,5,College,Married,,Blue,40,4,3,4,3970.0,,3078.0,0.772,13697.0,102.0,0.759,0.225
708881583,0,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458.0,1332.0,11126.0,0.68,,,0.863,0.107
708884658,0,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315.0,,750.0,0.873,4828.0,90.0,0.8,
708885558,1,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556.0,0.0,3556.0,0.596,2220.0,45.0,0.731,0.0
708886533,0,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032.0,,11331.0,0.904,4348.0,77.0,0.878,
708888633,1,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022.0,,2127.0,0.95,2724.0,,0.9,0.296
708890133,0,46,F,4,College,Married,Unknown,Blue,35,2,2,2,1438.3,0.0,1438.3,,,74.0,,
708890958,0,55,M,3,Graduate,Single,,Blue,42,3,3,2,31636.0,2517.0,29119.0,0.718,4231.0,68.0,1.061,
708892833,1,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662.0,0.0,13662.0,0.153,,22.0,,0.0
708894183,0,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516.0,1073.0,33443.0,0.558,4485.0,86.0,0.755,0.031
708897408,0,46,M,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621.0,787.0,834.0,,4719.0,73.0,,0.486
708899283,0,40,F,3,Uneducated,Single,Unknown,Blue,28,3,3,3,2690.0,,755.0,0.593,,81.0,0.653,
708900408,0,52,F,1,Graduate,Divorced,Unknown,Blue,35,3,2,4,13169.0,1499.0,11670.0,0.603,4370.0,83.0,0.537,0.114
708902883,0,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856.0,0.0,12856.0,,3364.0,61.0,0.564,
708905733,0,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633.0,1989.0,18644.0,0.67,7570.0,91.0,0.655,0.096
708908883,0,37,F,2,Graduate,Divorced,,Silver,32,1,3,2,12033.0,1025.0,11008.0,0.684,12603.0,106.0,0.893,0.085
708911508,0,50,F,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,2046.0,,2046.0,0.936,3446.0,,0.578,
708916083,1,49,,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749.0,,1749.0,1.006,2510.0,,,
708917133,0,48,M,3,High School,Single,,Blue,35,3,3,4,11851.0,0.0,11851.0,0.43,4498.0,,,0.0
708918558,1,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959.0,662.0,1297.0,0.888,3046.0,52.0,0.793,0.338
708923658,0,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,3,2,2,7234.0,1420.0,5814.0,0.539,4466.0,,0.736,0.196
708924783,0,43,M,3,Graduate,Divorced,,Blue,36,4,1,0,5506.0,,3377.0,0.705,4024.0,,0.55,
708927108,1,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778.0,507.0,12271.0,0.967,1133.0,,0.4,0.04
708928908,0,39,F,1,Graduate,Single,Less than $40K,Blue,23,4,3,3,2533.0,0.0,2533.0,0.998,5128.0,74.0,,0.0
708931908,0,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400.0,636.0,6764.0,0.972,1568.0,,0.5,0.086
708937608,0,37,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001.0,1366.0,635.0,0.86,4590.0,66.0,,0.683
708938508,0,63,M,1,High School,Married,$40K - $60K,Blue,36,5,3,2,4559.0,,2988.0,1.441,1870.0,35.0,0.842,
708942408,0,46,F,3,Uneducated,Single,,Blue,36,3,2,2,7020.0,1784.0,5236.0,0.815,16937.0,116.0,0.731,0.254
708944958,0,47,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,4,3569.0,1030.0,2539.0,,4612.0,75.0,0.923,
708946008,1,46,F,3,College,Married,Less than $40K,Blue,36,5,2,2,1438.3,1214.0,224.3,0.783,2445.0,,0.444,0.844
708947208,0,36,M,2,Graduate,Single,$80K - $120K,Blue,17,4,3,1,2900.0,2029.0,871.0,0.846,2631.0,72.0,,0.7
708948483,1,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,,33755.0,0.838,8444.0,68.0,,0.022
708949908,1,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656.0,0.0,1656.0,,2073.0,44.0,0.833,0.0
708952758,0,41,F,3,College,Married,Less than $40K,Blue,35,2,1,2,2066.0,,524.0,0.71,,,0.617,0.746
708953883,1,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,,3212.0,0.713,757.0,20.0,0.25,0.0
708957183,0,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708.0,2517.0,191.0,0.568,2198.0,,0.864,
708959583,0,47,M,2,High School,Married,,Blue,39,1,2,2,9389.0,727.0,8662.0,0.533,3415.0,84.0,0.556,0.077
708960858,0,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502.0,2066.0,9436.0,0.889,4786.0,,1.125,0.18
708963258,1,46,M,3,College,Married,$60K - $80K,Blue,39,3,3,2,13344.0,1907.0,11437.0,0.832,8534.0,,0.83,
708964683,0,48,F,4,College,Unknown,Unknown,Blue,36,3,2,1,3310.0,,3310.0,0.748,14542.0,89.0,0.854,0.0
708968733,0,47,M,3,Uneducated,Married,,Blue,38,1,3,2,31987.0,,31987.0,0.814,,83.0,0.537,0.0
708969633,0,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,5,1,2447.0,2195.0,252.0,0.717,4544.0,80.0,0.667,0.897
708971583,0,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,2,3590.0,1924.0,1666.0,0.573,1472.0,,0.762,0.536
708972783,1,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745.0,0.0,1745.0,0.657,2297.0,,0.63,
708974283,0,50,M,4,Graduate,Married,$60K - $80K,Blue,34,5,1,1,18142.0,,18142.0,0.857,15427.0,95.0,0.792,0.0
708976908,1,40,,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0,0.0,8958.0,0.483,2131.0,,0.387,0.0
708980283,0,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1,4,4185.0,,1668.0,,2179.0,,0.774,0.601
708982158,0,48,F,2,Graduate,Single,Less than $40K,Blue,36,2,2,3,3352.0,,1230.0,0.701,14802.0,106.0,0.797,0.633
708983658,1,51,M,2,Uneducated,Single,$120K +,Blue,39,3,3,1,16868.0,0.0,16868.0,,940.0,,,
708989358,0,37,F,2,Unknown,Married,Less than $40K,Blue,18,3,3,1,2023.0,1587.0,436.0,,4391.0,,,0.784
708992733,0,50,F,0,High School,Married,,Blue,36,4,3,2,1513.0,0.0,1513.0,0.854,4759.0,,0.719,0.0
708995283,0,50,F,1,Graduate,Unknown,Unknown,Blue,36,1,1,3,10417.0,2290.0,8127.0,1.122,,,,0.22
708996708,0,55,M,1,Graduate,Single,$80K - $120K,Blue,46,3,1,1,21032.0,,19623.0,,15584.0,,0.81,
709000008,0,45,M,3,Unknown,Single,$80K - $120K,Blue,37,6,2,2,10651.0,672.0,9979.0,,2073.0,54.0,0.543,0.063
709005633,1,62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734.0,0.0,18734.0,0.674,2112.0,52.0,0.857,0.0
709007883,0,37,M,2,Graduate,Married,,Blue,28,2,2,3,3079.0,1267.0,1812.0,0.65,14540.0,104.0,0.552,
709008708,0,47,M,3,College,Married,Less than $40K,Blue,34,2,1,2,8390.0,0.0,8390.0,0.8,8316.0,,0.704,0.0
709009833,0,54,M,3,Graduate,Married,,Blue,44,3,3,3,1655.0,,1655.0,0.766,4621.0,67.0,0.675,
709012083,0,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,3,4,4683.0,2514.0,2169.0,,2010.0,,0.731,0.537
709013208,0,40,M,2,Uneducated,Single,$80K - $120K,Blue,36,2,2,1,15594.0,1690.0,13904.0,0.69,16101.0,,0.608,0.108
709014558,0,49,M,2,Uneducated,Married,$60K - $80K,Blue,42,3,3,2,3783.0,0.0,3783.0,,,,0.783,0.0
709015833,0,42,M,2,Graduate,Single,$60K - $80K,Silver,36,3,3,2,34516.0,0.0,34516.0,0.774,12920.0,132.0,0.737,
709017258,1,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114.0,0.0,2114.0,0.875,2872.0,45.0,0.5,0.0
709022883,0,44,F,4,College,Married,Less than $40K,Blue,36,6,3,2,1438.3,0.0,1438.3,,4257.0,89.0,,0.0
709025583,0,53,,3,High School,Married,$80K - $120K,Blue,36,3,3,3,9355.0,715.0,8640.0,0.422,,38.0,0.727,
709028208,0,44,F,2,Graduate,Married,Unknown,Blue,37,6,3,2,24221.0,1274.0,22947.0,0.452,3361.0,,0.853,
709029408,0,41,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8923.0,,6406.0,1.726,1589.0,24.0,,
709035708,0,38,F,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841.0,,595.0,0.759,,,0.522,0.677
709040508,0,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802.0,1961.0,17841.0,1.125,2244.0,58.0,0.706,0.099
709045683,0,42,F,3,Uneducated,Married,Unknown,Blue,30,3,2,1,3549.0,0.0,3549.0,0.584,,63.0,0.8,0.0
709046958,0,46,M,2,Unknown,Married,$60K - $80K,Silver,39,2,1,1,30379.0,2175.0,28204.0,0.67,,100.0,0.562,0.072
709051533,0,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,3,0,2933.0,,1364.0,0.648,4956.0,,0.673,0.535
709052883,0,47,F,4,High School,Single,,Blue,36,3,1,1,1596.0,0.0,1596.0,,5678.0,,0.8,0.0
709054083,0,50,F,1,Graduate,Unknown,Less than $40K,Blue,32,6,1,3,2652.0,1911.0,741.0,,,,0.881,0.721
709056558,0,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800.0,2517.0,283.0,0.816,1994.0,,0.64,0.899
709058808,0,56,F,2,College,Married,Less than $40K,Blue,36,6,1,2,2781.0,1035.0,1746.0,,1707.0,42.0,1.211,
709061658,0,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,2,3,1550.0,716.0,834.0,0.749,4534.0,,0.977,
709064208,1,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628.0,275.0,1353.0,0.69,2219.0,49.0,0.531,0.169
709065483,0,40,F,3,College,Divorced,,Blue,28,2,2,3,9243.0,2019.0,7224.0,0.707,7841.0,82.0,0.608,0.218
709066983,0,50,M,4,High School,Married,$120K +,Blue,41,2,2,2,34516.0,2353.0,32163.0,0.667,15214.0,,0.675,0.068
709068183,0,53,M,4,College,Single,$60K - $80K,Blue,42,3,3,3,3096.0,0.0,3096.0,0.684,4709.0,87.0,0.776,
709071408,0,56,F,5,Graduate,Single,$40K - $60K,Blue,37,4,2,1,2607.0,1702.0,905.0,0.802,4949.0,,0.762,0.653
709075533,1,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,4,3,3,12094.0,0.0,12094.0,0.995,8607.0,,0.957,
709078908,0,48,F,3,High School,Single,,Blue,32,1,2,3,2648.0,1539.0,1109.0,0.94,4926.0,89.0,0.816,0.581
709079883,1,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663.0,1012.0,651.0,0.886,2729.0,38.0,0.52,0.609
709080783,0,56,F,1,Graduate,Single,,Blue,38,4,1,3,1737.0,,1737.0,0.953,4723.0,,,0.0
709081683,0,65,,1,High School,Single,Less than $40K,Blue,54,3,1,3,4599.0,1438.0,3161.0,0.832,4208.0,69.0,0.865,0.313
709082808,0,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156.0,1198.0,958.0,0.507,5092.0,95.0,0.759,
709085358,0,36,M,1,Graduate,Single,$60K - $80K,Blue,36,3,3,4,2601.0,1817.0,784.0,0.663,2542.0,67.0,0.675,
